Company,Plant,Location,Company Profit,Plant Profit,Benchmark Profit,Capacity,MC,Bid,Market Price,Output,FC,Carbon,Period,Load,Elasticity
East_Bay,PITTSBURGH_5-6,North,47250,16925,6525,650,25.5,25.5,52.5,650,625,188,4,6709,-2
East_Bay,PITTSBURGH_7,North,47250,-1000,-1000,700,41.5,98.47,52.5,0,1000,0,4,6709,-2
East_Bay,POTRERO_HILL,North,47250,600,0,150,48.5,48.5,52.5,150,0,85,4,6709,-2
Fossil_Light,DIABLO_CANYON_1,North,28350,11000,11000,1000,11.5,11.5,27.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,28350,17850,17850,800,0.5,0.5,27.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,28350,0,0,150,33,33,27.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,28350,-250,-250,150,34.5,34.5,27.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,28350,-250,-250,250,53,53,27.5,0,250,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,28250,23750,23750,1000,0,20,27.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,28250,0,0,150,34.5,40,27.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,28250,2250,2250,750,19.5,25,27.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,28250,2250,2250,750,19.5,25,27.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,28250,0,0,100,37.5,45,27.5,0,0,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,11150,0,0,250,51.5,51.5,27.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,11150,14150,14150,1900,19,19,27.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,11150,-500,-500,300,28.5,28.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,11150,-500,-500,150,46.5,46.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,11150,-750,-750,350,29.5,29.5,27.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,11150,-1250,-1250,950,29.5,29.5,27.5,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,2747.5,-332.5,-332.5,335,27,27,27.5,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,2747.5,330,330,665,25.5,25.5,27.5,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,2747.5,1375,1375,750,23,23,27.5,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,2747.5,1375,1375,750,23,23,27.5,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,2747.5,0,0,150,42.5,42.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,27.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,27.5,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,27.5,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,27.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,27.5,0,500,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-2700,-250,-250,150,40.5,40.5,27.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-2700,-1500,-1500,700,27.5,27.5,27.5,128,1500,41,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-2700,-625,-625,650,28.5,28.5,27.5,0,625,0,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-2700,675,675,650,25.5,25.5,27.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-2700,-1000,-1000,700,41.5,41.5,27.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-2700,0,0,150,48.5,48.5,27.5,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-5350,-500,-500,650,29.5,29.5,27.5,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-5350,0,0,300,52.5,52.5,27.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-5350,-2000,-2000,850,30,30,27.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-5350,-250,-250,150,44,44,27.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-5350,-250,-250,300,27.5,27.5,27.5,55,250,17,1,4020,-2.54
Beachfront,MANDALAY_3,South,-5350,-250,-250,150,36.5,36.5,27.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,31950,13000,11000,1000,11.5,20,29.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,31950,19450,17850,800,0.5,15,29.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,31950,0,0,150,33,33.5,29.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,31950,-250,-250,150,34.5,34.5,29.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,31950,-250,-250,250,53,55,29.5,0,250,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,25750,25750,23750,1000,0,15,29.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,25750,0,0,150,34.5,35,29.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,25750,-3750,2250,750,19.5,30,29.5,0,3750,0,1,4020,-2.54
Old_Timers,MOHAVE_2,South,25750,3750,2250,750,19.5,20,29.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,25750,0,0,100,37.5,38,29.5,0,0,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,15250,0,0,250,51.5,68,29.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,15250,17950,14150,1900,19,19.5,29.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,15250,-200,-500,300,28.5,29,29.5,300,500,96,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,15250,-500,-500,150,46.5,47,29.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,15250,-750,-750,350,29.5,30,29.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,15250,-1250,-1250,950,29.5,30,29.5,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,6910,-500,-332.5,335,27,35,29.5,0,500,0,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,6910,1660,330,665,25.5,27,29.5,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,6910,2875,1375,750,23,28,29.5,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,6910,2875,1375,750,23,28,29.5,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,6910,0,0,150,42.5,50,29.5,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-1087.11,-250,-250,150,40.5,41,29.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-1087.11,-1187.11,-1500,700,27.5,29.5,29.5,156,1500,50,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-1087.11,-625,-625,650,28.5,30.5,29.5,0,625,0,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-1087.11,1975,675,650,25.5,28.5,29.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-1087.11,-1000,-1000,700,41.5,42,29.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-1087.11,0,0,150,48.5,49,29.5,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-1821.2,-250,-250,400,31.5,33,29.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-1821.2,-177.36,-250,650,29,29.5,29.5,145,250,46,1,4020,-2.54
Big_Gas,ENCINA,South,-1821.2,-393.84,-500,950,29,29.5,29.5,212,500,72,1,4020,-2.54
Big_Gas,KEARNY,South,-1821.2,0,0,200,62.5,63,29.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-1821.2,-500,-500,550,36.5,37,29.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-1821.2,0,0,150,45.5,47,29.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-1821.2,-500,-500,700,30.5,31,29.5,0,500,0,1,4020,-2.54
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,145,500,49,1,4020,-2.54
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,30,29.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-1950,350,-250,300,27.5,27.5,29.5,300,250,93,1,4020,-2.54
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,32850,13500,13000,1000,11.5,11.5,30,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,32850,19850,19450,800,0.5,0.5,30,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,32850,0,0,150,33,33,30,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,32850,-250,-250,150,34.5,34.5,30,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,32850,-250,-250,250,53,53,30,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,17000,0,0,250,51.5,51.5,30,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,17000,18900,17950,1900,19,19,30,1900,2000,1045,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,17000,-50,-200,300,28.5,28.5,30,300,500,96,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,17000,-500,-500,150,46.5,46.5,30,0,500,0,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,17000,-575,-750,350,29.5,29.5,30,350,750,116,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,17000,-775,-1250,950,29.5,29.5,30,950,1250,314,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,8997.5,505,337.5,335,27,27,30,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,8997.5,1992.5,1660,665,25.5,25.5,30,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,8997.5,3250,2875,750,23,23,30,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,8997.5,3250,2875,750,23,23,30,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,8997.5,0,0,150,42.5,42.5,30,0,0,0,2,4020,-2.41
Old_Timers,BIG_CREEK,South,7753.14,15253.14,25750,1000,0,30,30,633,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,7753.14,0,0,150,34.5,42,30,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,7753.14,-3750,3750,750,19.5,37,30,0,3750,0,2,4020,-2.41
Old_Timers,MOHAVE_2,South,7753.14,-3750,3750,750,19.5,35,30,0,3750,0,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,7753.14,0,0,100,37.5,41,30,0,0,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,1650,-250,-250,150,40.5,40.5,30,0,250,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,1650,250,-100,700,27.5,27.5,30,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,1650,350,25,650,28.5,28.5,30,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,1650,2300,1975,650,25.5,25.5,30,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,1650,-1000,-1000,700,41.5,41.5,30,0,1000,0,2,4020,-2.41
East_Bay,POTRERO_HILL,North,1650,0,0,150,48.5,48.5,30,0,0,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,-400,-250,-250,400,31.5,31.5,30,0,250,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,-400,400,75,650,29,29,30,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,-400,450,-25,950,29,29,30,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,-400,0,0,200,62.5,62.5,30,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,-400,-500,-500,550,36.5,36.5,30,0,500,0,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,-400,0,0,150,45.5,45.5,30,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,-400,-500,-500,700,30.5,30.5,30,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,-775,-175,-500,650,29.5,29.5,30,650,500,221,2,4020,-2.41
Beachfront,ELLWOOD,South,-775,0,0,300,52.5,74.24,30,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,-775,-2000,-2000,850,30,30,30,538,2000,183,2,4020,-2.41
Beachfront,ETIWANDA_5,South,-775,-250,-250,150,44,44,30,0,250,0,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,-775,500,350,300,27.5,27.5,30,300,250,93,2,4020,-2.41
Beachfront,MANDALAY_3,South,-775,-250,-250,150,36.5,36.5,30,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,-775,700,350,700,26.5,26.5,30,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,-775,700,350,700,26.5,26.5,30,700,1750,217,2,4020,-2.41
Old_Timers,BIG_CREEK,South,115575,56250,25750,1000,0,29.5,60,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,115575,3825,0,150,34.5,40,60,150,0,60,2,4020,-2.41
Old_Timers,MOHAVE_1,South,115575,26625,3750,750,19.5,31.5,60,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,115575,26625,3750,750,19.5,34.5,60,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,115575,2250,0,100,37.5,50,60,100,0,44,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,91430.78,43500,13000,1000,11.5,35,60,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,91430.78,43850,19450,800,0.5,30,60,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,91430.78,4050,0,150,33,35,60,150,0,57,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,91430.78,280.78,-250,150,34.5,60,60,21,250,8,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,91430.78,-250,-250,250,53,70,60,0,250,0,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,86622.5,10555,337.5,335,27,40,60,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,86622.5,21942.5,1660,665,25.5,37,60,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,86622.5,25750,2875,750,23,36,60,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,86622.5,25750,2875,750,23,31,60,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,86622.5,2625,0,150,42.5,55,60,150,0,75,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,77764.37,2675,-250,150,40.5,41,60,150,250,70,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,77764.37,21250,-100,700,27.5,30.5,60,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,77764.37,19850,25,650,28.5,33.5,60,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,77764.37,21800,1975,650,25.5,29.5,60,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,77764.37,11950,-1000,700,41.5,50,60,700,1000,336,2,4020,-2.41
East_Bay,POTRERO_HILL,North,77764.37,239.37,0,150,48.5,60,60,21,0,12,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,71925,11150,-250,400,31.5,50,60,400,250,140,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,71925,19900,75,650,29,45,60,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,71925,28950,-25,950,29,40,60,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,71925,0,0,200,62.5,69.5,60,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,71925,12425,-500,550,36.5,58,60,550,500,231,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,71925,0,0,150,45.5,68.5,60,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,71925,-500,-500,700,30.5,68,60,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,40277.98,19325,-500,650,29.5,55,60,650,500,221,2,4020,-2.41
Beachfront,ELLWOOD,South,40277.98,0,0,300,52.5,65,60,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,40277.98,-2000,-2000,850,30,70,60,0,2000,0,2,4020,-2.41
Beachfront,ETIWANDA_5,South,40277.98,2150,-250,150,44,20,60,150,250,75,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,40277.98,1102.98,350,300,27.5,60,60,42,250,13,2,4020,-2.41
Beachfront,MANDALAY_3,South,40277.98,-250,-250,150,36.5,63,60,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,40277.98,21700,350,700,26.5,50,60,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,40277.98,-1750,350,700,26.5,70,60,0,1750,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,12904.42,0,0,250,51.5,65,60,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,12904.42,8809.95,17950,1900,19,60,60,264,2000,145,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,12904.42,811.35,-200,300,28.5,60,60,42,500,13,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,12904.42,-219,-500,150,46.5,60,60,21,500,11,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,12904.42,731.34,-750,350,29.5,60,60,49,750,16,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,12904.42,2770.78,-1250,950,29.5,60,60,132,1250,44,2,4020,-2.41
Beachfront,COOLWATER,South,1246174,214799.5,13800,650,29.5,29.5,360.73,650,500,221,3,8786,-2.54
Beachfront,ELLWOOD,South,1246174,92469,0,300,52.5,52.5,360.73,300,0,183,3,8786,-2.54
Beachfront,ETIWANDA_1-4,South,1246174,279120.5,16275,850,30,30,360.73,850,2000,289,3,8786,-2.54
Beachfront,ETIWANDA_5,South,1246174,47259.5,875,150,44,44,360.73,150,250,75,3,8786,-2.54
Beachfront,MANDALAY_1-2,South,1246174,99719,6950,300,27.5,27.5,360.73,300,250,93,3,8786,-2.54
Beachfront,MANDALAY_3,South,1246174,48384.5,2000,150,36.5,36.5,360.73,150,250,61,3,8786,-2.54
Beachfront,ORMOND_BEACH_1,South,1246174,232211,15750,700,26.5,26.5,360.73,700,1750,217,3,8786,-2.54
Beachfront,ORMOND_BEACH_2,South,1246174,232211,15750,700,26.5,26.5,360.73,700,1750,217,3,8786,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,1176878,131442,7750,400,31.5,31.5,360.73,400,250,140,3,8786,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,1176878,215374.5,14375,650,29,165.59,360.73,650,250,208,3,8786,-2.54
Big_Gas,ENCINA,South,1176878,314643.5,20875,950,29,29,360.73,950,500,323,3,8786,-2.54
Big_Gas,KEARNY,South,1176878,59646,0,200,62.5,337.51,360.73,200,0,146,3,8786,-2.54
Big_Gas,LONG_BEACH,South,1176878,177826.5,7750,550,36.5,36.5,360.73,550,500,231,3,8786,-2.54
Big_Gas,NORTH_ISLAND,South,1176878,47284.5,900,150,45.5,45.5,360.73,150,0,80,3,8786,-2.54
Big_Gas,SOUTH_BAY,South,1176878,230661,14200,700,30.5,30.5,360.73,700,500,245,3,8786,-2.54
East_Bay,CONTRA_COSTA_4-5,North,981440,47784.5,1400,150,40.5,40.5,360.73,150,250,70,3,8786,-2.54
East_Bay,CONTRA_COSTA_6-7,North,981440,231761,15300,700,27.5,27.5,360.73,700,1500,224,3,8786,-2.54
East_Bay,PITTSBURGH_1-4,North,981440,215324.5,14325,650,28.5,28.5,360.73,650,625,214,3,8786,-2.54
East_Bay,PITTSBURGH_5-6,North,981440,217274.5,16275,650,25.5,25.5,360.73,650,625,188,3,8786,-2.54
East_Bay,PITTSBURGH_7,North,981440,222461,6000,700,41.5,41.5,360.73,700,1000,336,3,8786,-2.54
East_Bay,POTRERO_HILL,North,981440,46834.5,450,150,48.5,48.5,360.73,150,0,85,3,8786,-2.54
Bay_Views,MORRO_BAY_1-2,North,883557,111299.55,7707.5,335,27,27,360.73,335,500,104,3,8786,-2.54
Bay_Views,MORRO_BAY_3-4,North,883557,221927.95,16290,665,25.5,166.27,360.73,665,1000,193,3,8786,-2.54
Bay_Views,MOSS_LANDING_6,North,883557,251297.5,19375,750,23,158.26,360.73,750,2000,188,3,8786,-2.54
Bay_Views,MOSS_LANDING_7,North,883557,251297.5,19375,750,23,23,360.73,750,2000,188,3,8786,-2.54
Bay_Views,OAKLAND,North,883557,47734.5,1350,150,42.5,188.37,360.73,150,0,75,3,8786,-2.54
Big_Coal,ALAMITOS_7,South,847072.78,77307.5,0,250,51.5,51.5,360.73,250,0,148,3,8786,-2.54
Big_Coal,FOUR_CORNERS,South,847072.78,311293.28,59750,1900,19,360.73,360.73,917,2000,504,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,847072.78,99169,6400,300,28.5,28.5,360.73,300,500,96,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,847072.78,46634.5,250,150,46.5,46.5,360.73,150,500,80,3,8786,-2.54
Big_Coal,REDONDO_5-6,South,847072.78,-750,6950,350,29.5,388.62,360.73,0,750,0,3,8786,-2.54
Big_Coal,REDONDO_7-8,South,847072.78,313418.5,19650,950,29.5,29.5,360.73,950,1250,314,3,8786,-2.54
Fossil_Light,DIABLO_CANYON_1,North,803190.5,344230,35000,1000,11.5,11.5,360.73,1000,5000,0,3,8786,-2.54
Fossil_Light,HELMS,North,803190.5,284434,37050,800,0.5,0.5,360.73,800,3750,0,3,8786,-2.54
Fossil_Light,HUMBOLDT,North,803190.5,49159.5,2775,150,33,33,360.73,150,0,57,3,8786,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,803190.5,48684.5,2300,150,34.5,34.5,360.73,150,250,58,3,8786,-2.54
Fossil_Light,HUNTERS_POINT_4,North,803190.5,76682.5,-250,250,53,53,360.73,250,250,152,3,8786,-2.54
Old_Timers,BIG_CREEK,South,581852.5,-3750,47750,1000,0,400,360.73,0,3750,0,3,8786,-2.54
Old_Timers,HIGHGROVE,South,581852.5,48934.5,2550,150,34.5,278,360.73,150,0,60,3,8786,-2.54
Old_Timers,MOHAVE_1,South,581852.5,252172.5,20250,750,19.5,319,360.73,750,3750,352,3,8786,-2.54
Old_Timers,MOHAVE_2,South,581852.5,252172.5,20250,750,19.5,359,360.73,750,3750,352,3,8786,-2.54
Old_Timers,SAN_BERNADINO,South,581852.5,32323,1400,100,37.5,300,360.73,100,0,44,3,8786,-2.54
Big_Coal,ALAMITOS_7,South,1335150,79625,0,250,51.5,350,370,250,0,148,3,8786,-2.54
Big_Coal,FOUR_CORNERS,South,1335150,664900,59750,1900,19,350,370,1900,2000,1045,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,1335150,101950,6400,300,28.5,350,370,300,500,96,3,8786,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,1335150,48025,250,150,46.5,350,370,150,500,80,3,8786,-2.54
Big_Coal,REDONDO_5-6,South,1335150,118425,6950,350,29.5,350,370,350,750,116,3,8786,-2.54
Big_Coal,REDONDO_7-8,South,1335150,322225,19650,950,29.5,350,370,950,1250,314,3,8786,-2.54
Beachfront,COOLWATER,South,1182475,220825,13800,650,29.5,300,370,650,500,221,3,8786,-2.54
Beachfront,ELLWOOD,South,1182475,95250,0,300,52.5,300,370,300,0,183,3,8786,-2.54
Beachfront,ETIWANDA_1-4,South,1182475,287000,16275,850,30,300,370,850,2000,289,3,8786,-2.54
Beachfront,ETIWANDA_5,South,1182475,-250,875,150,44,400,370,0,250,0,3,8786,-2.54
Beachfront,MANDALAY_1-2,South,1182475,102500,6950,300,27.5,250,370,300,250,93,3,8786,-2.54
Beachfront,MANDALAY_3,South,1182475,-250,2000,150,36.5,400,370,0,250,0,3,8786,-2.54
Beachfront,ORMOND_BEACH_1,South,1182475,238700,15750,700,26.5,300,370,700,1750,217,3,8786,-2.54
Beachfront,ORMOND_BEACH_2,South,1182475,238700,15750,700,26.5,300,370,700,1750,217,3,8786,-2.54
East_Bay,CONTRA_COSTA_4-5,North,1009250,49175,1400,150,40.5,170,370,150,250,70,3,8786,-2.54
East_Bay,CONTRA_COSTA_6-7,North,1009250,238250,15300,700,27.5,133,370,700,1500,224,3,8786,-2.54
East_Bay,PITTSBURGH_1-4,North,1009250,221350,14325,650,28.5,150,370,650,625,214,3,8786,-2.54
East_Bay,PITTSBURGH_5-6,North,1009250,223300,16275,650,25.5,110,370,650,625,188,3,8786,-2.54
East_Bay,PITTSBURGH_7,North,1009250,228950,6000,700,41.5,200,370,700,1000,336,3,8786,-2.54
East_Bay,POTRERO_HILL,North,1009250,48225,450,150,48.5,300,370,150,0,85,3,8786,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,965325,135150,7750,400,31.5,350,370,400,250,140,3,8786,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,965325,221400,14375,650,29,330,370,650,250,208,3,8786,-2.54
Big_Gas,ENCINA,South,965325,323450,20875,950,29,300,370,950,500,323,3,8786,-2.54
Big_Gas,KEARNY,South,965325,0,0,200,62.5,400,370,0,0,0,3,8786,-2.54
Big_Gas,LONG_BEACH,South,965325,-500,7750,550,36.5,380,370,0,500,0,3,8786,-2.54
Big_Gas,NORTH_ISLAND,South,965325,48675,900,150,45.5,360,370,150,0,80,3,8786,-2.54
Big_Gas,SOUTH_BAY,South,965325,237150,14200,700,30.5,360,370,700,500,245,3,8786,-2.54
Old_Timers,BIG_CREEK,South,884500,366250,47750,1000,0,200,370,1000,3750,0,3,8786,-2.54
